a,customer_id,customer_index,date,quantity,amount
5367,18580,1820,1997-04-10,3,40.46
5368,18580,1820,1997-04-22,3,42.7
5369,18580,1820,1997-04-28,3,35.33
5370,18580,1820,1997-04-28,1,11.77
5371,18580,1820,1997-05-11,4,52.67
5372,18580,1820,1997-06-19,5,70.85
5373,18580,1820,1997-07-16,4,107.87
5374,18580,1820,1997-07-16,1,16.65
5375,18580,1820,1997-08-01,6,80.2
5376,18580,1820,1997-08-17,2,52.34
5377,18580,1820,1997-10-02,3,50.47
5378,18580,1820,1997-10-02,3,43.47
5379,18580,1820,1997-11-12,3,44.97
5380,18580,1820,1997-11-23,10,200.4
5381,18580,1820,1998-01-14,6,82.94
5382,18580,1820,1998-01-22,6,82.94
5383,18580,1820,1998-04-20,3,60.97
5384,18586,1821,1997-03-06,3,37.12
5385,18586,1821,1997-04-07,4,56.68
5386,18586,1821,1997-05-19,2,23.49
5387,18586,1821,1997-09-13,2,17.98
5388,18586,1821,1997-09-19,1,9.49
5389,18586,1821,1997-10-30,4,48.46
5390,18589,1822,1997-03-06,3,41.11
5391,18589,1822,1997-05-17,5,63.43
5392,18589,1822,1997-09-15,3,32.47
5393,18596,1823,1997-03-06,2,21.74
5394,18611,1824,1997-03-06,4,57.48
5395,18611,1824,1998-04-18,3,39.47
5396,18617,1825,1997-03-06,1,11.77
5397,18617,1825,1997-04-10,3,48.31
5398,18617,1825,1997-12-17,3,42.47
5399,18617,1825,1998-04-04,1,15.49
5400,18617,1825,1998-04-15,1,11.99
5401,18629,1826,1997-03-06,4,96.72
5402,18629,1826,1997-03-13,1,18.99
5403,18629,1826,1997-03-28,2,52.98
5404,18629,1826,1997-04-04,2,37.98
5405,18629,1826,1997-05-01,2,72.98
5406,18629,1826,1997-10-26,1,4.99
5407,13280,1827,1997-03-07,1,11.77
5408,13280,1827,1997-07-31,2,27.94
5409,18066,1828,1997-03-07,1,13.97
5410,18360,1829,1997-03-07,1,15.76
5411,18360,1829,1997-03-14,4,63.04
5412,18634,1830,1997-03-07,6,93.76
5413,18640,1831,1997-03-07,1,13.97
5414,18640,1831,1997-07-31,1,11.77
5415,18672,1832,1997-03-07,3,40.53
5416,18687,1833,1997-03-07,1,22.99
5417,18696,1834,1997-03-07,1,14.3
5418,18696,1834,1997-07-23,1,28.77
5419,18696,1834,1998-02-10,3,29.47
5420,18696,1834,1998-02-22,4,47.96
5421,18696,1834,1998-03-17,1,12.49
5422,18705,1835,1997-03-07,1,16.99
5423,18711,1836,1997-03-07,2,24.74
5424,18711,1836,1997-03-12,1,6.77
5425,18723,1837,1997-03-07,1,11.77
5426,18733,1838,1997-03-07,2,29.13
5427,18752,1839,1997-03-07,6,76.2
5428,18752,1839,1997-10-15,3,40.97
5429,18756,1840,1997-03-07,1,5.78
5430,18756,1840,1997-03-19,1,32.99
5431,18770,1841,1997-03-07,1,13.97
5432,18771,1842,1997-03-07,2,21.54
5433,18771,1842,1997-06-15,3,36.7
5434,18778,1843,1997-03-07,2,30.15
5435,18778,1843,1997-03-20,1,14.79
5436,18778,1843,1997-06-03,4,58.26
5437,18778,1843,1997-06-17,3,44.88
5438,18778,1843,1997-08-21,3,41.69
5439,18778,1843,1997-09-29,3,40.97
5440,18778,1843,1997-12-08,2,31.48
5441,18778,1843,1998-03-05,2,25.98
5442,18778,1843,1998-06-17,3,42.97
5443,18785,1844,1997-03-07,1,14.37
5444,18802,1845,1997-03-07,1,15.36
5445,18802,1845,1997-08-29,1,14.96
5446,18802,1845,1998-02-09,1,11.18
5447,18806,1846,1997-03-07,2,27.13
5448,18827,1847,1997-03-07,1,15.96
5449,18856,1848,1997-03-07,1,5.78
5450,18857,1849,1997-03-07,1,17.9
5451,18857,1849,1997-09-12,1,12.99
5452,18857,1849,1997-11-12,5,61.45
5453,18857,1849,1997-12-19,1,12.99
5454,18875,1850,1997-03-07,1,19.99
5455,18891,1851,1997-03-07,2,13.96
5456,18891,1851,1997-05-14,1,14.99
5457,18898,1852,1997-03-07,4,62.11
5458,18913,1853,1997-03-07,1,13.7
5459,18913,1853,1997-03-21,1,18.99
5460,18914,1854,1997-03-07,1,10.77
5461,18919,1855,1997-03-07,1,14.96
5462,18919,1855,1997-03-18,3,43.89
5463,11179,1856,1997-03-08,1,12.49
5464,11179,1856,1997-09-08,1,12.25
5465,11179,1856,1997-12-13,1,12.49
5466,15045,1857,1997-03-08,2,24.73
5467,15045,1857,1998-02-20,1,11.88
5468,17625,1858,1997-03-08,1,19.99
5469,17625,1858,1998-03-25,1,13.99
5470,17625,1858,1998-04-02,1,15.49
5471,18652,1859,1997-03-08,1,15.36
5472,18764,1860,1997-03-08,3,41.69
5473,18764,1860,1997-03-10,1,30.97
5474,18764,1860,1997-05-28,5,49.25
5475,18764,1860,1997-05-31,1,12.77
5476,18764,1860,1997-06-28,2,31.32
5477,18764,1860,1997-08-16,3,57.69
5478,18764,1860,1997-09-05,1,14.37
5479,18764,1860,1997-09-24,3,57.47
5480,18764,1860,1997-10-26,4,23.46
5481,18764,1860,1997-12-06,2,42.98
5482,18764,1860,1997-12-06,3,60.47
5483,18764,1860,1998-01-01,4,47.46
5484,18764,1860,1998-02-12,3,58.47
5485,18764,1860,1998-02-23,3,51.06
5486,18764,1860,1998-03-24,2,24.07
5487,18764,1860,1998-05-13,2,48.96
5488,18764,1860,1998-05-22,2,22.98
5489,18841,1861,1997-03-08,2,38.06
5490,18933,1862,1997-03-08,3,45.49
5491,18933,1862,1997-03-08,3,45.49
5492,18935,1863,1997-03-08,1,19.99
5493,18935,1863,1997-09-24,1,2.99
5494,18948,1864,1997-03-08,3,35.31
5495,18950,1865,1997-03-08,1,21.99
5496,18950,1865,1997-08-23,1,11.77
5497,18964,1866,1997-03-08,1,14.37
5498,18977,1867,1997-03-08,2,20.35
5499,19002,1868,1997-03-08,5,89.49
5500,19023,1869,1997-03-08,3,45.88
5501,19023,1869,1997-12-12,2,26.98
5502,19042,1870,1997-03-08,1,10.77
5503,19067,1871,1997-03-08,1,14.99
5504,19067,1871,1998-02-27,1,12.99
5505,19068,1872,1997-03-08,1,25.99
5506,19068,1872,1997-03-25,3,44.69
5507,19079,1873,1997-03-08,1,5.98
5508,19079,1873,1997-05-14,1,9.7
5509,19084,1874,1997-03-08,2,29.92
5510,19084,1874,1997-12-21,1,14.49
5511,19097,1875,1997-03-08,1,25.77
5512,19097,1875,1997-12-13,6,74.94
5513,19105,1876,1997-03-08,4,68.89
5514,19105,1876,1997-08-24,1,14.37
5515,19105,1876,1998-04-12,1,15.49
5516,19110,1877,1997-03-08,1,14.96
5517,19128,1878,1997-03-08,1,12.97
5518,19128,1878,1997-03-14,1,11.77
5519,19128,1878,1997-05-22,1,11.77
5520,19128,1878,1997-11-11,1,15.49
5521,19131,1879,1997-03-08,1,14.99
5522,19153,1880,1997-03-08,2,23.54
5523,19153,1880,1997-03-08,4,47.28
5524,19171,1881,1997-03-08,3,43.69
5525,19175,1882,1997-03-08,1,14.99
5526,19175,1882,1997-05-27,1,9.99
5527,19183,1883,1997-03-08,1,6.79
5528,19183,1883,1998-03-01,1,11.88
5529,14269,1884,1997-03-09,3,36.11
5530,14269,1884,1997-11-08,3,41.97
5531,14269,1884,1998-04-17,4,58.89
5532,14269,1884,1998-05-25,3,43.97
5533,17068,1885,1997-03-09,5,42.34
5534,17913,1886,1997-03-09,1,11.77
5535,17913,1886,1997-07-01,1,13.97
5536,17913,1886,1998-03-09,1,15.49
5537,17913,1886,1998-06-10,2,25.48
5538,19060,1887,1997-03-09,5,70.64
5539,19060,1887,1997-03-23,3,74.32
5540,19060,1887,1997-04-11,2,9.58
5541,19060,1887,1997-05-10,1,15.36
5542,19060,1887,1997-05-14,1,13.97
5543,19060,1887,1997-05-18,1,13.77
5544,19060,1887,1997-05-25,1,13.97
5545,19060,1887,1997-06-05,1,14.79
5546,19060,1887,1997-06-07,1,14.79
5547,19060,1887,1997-06-09,1,14.79
5548,19060,1887,1997-06-19,2,29.16
5549,19060,1887,1997-06-29,2,30.73
5550,19060,1887,1997-08-09,1,13.97
5551,19060,1887,1997-08-16,1,13.97
5552,19060,1887,1997-08-19,1,9.98
5553,19060,1887,1997-08-23,1,14.37
5554,19060,1887,1997-10-05,1,6.49
5555,19060,1887,1997-10-16,1,12.99
5556,19060,1887,1997-10-16,1,15.99
5557,19060,1887,1997-10-16,1,11.49
5558,19060,1887,1997-10-18,1,14.99
5559,19060,1887,1997-11-02,2,31.48
5560,19060,1887,1997-11-09,1,13.99
5561,19060,1887,1997-11-21,1,43.99
5562,19060,1887,1997-12-13,2,30.48
5563,19060,1887,1998-01-10,3,44.47
5564,19060,1887,1998-01-19,1,15.99
5565,19060,1887,1998-02-16,3,45.47
5566,19060,1887,1998-04-12,1,11.88
5567,19060,1887,1998-04-15,2,30.98
5568,19060,1887,1998-04-26,3,41.95
5569,19060,1887,1998-05-02,2,27.48
5570,19060,1887,1998-06-01,1,15.49
5571,19060,1887,1998-06-05,1,12.99
5572,19198,1888,1997-03-09,2,80.73
5573,19198,1888,1997-11-18,4,42.46
5574,19207,1889,1997-03-09,6,52.44
5575,19207,1889,1997-07-01,4,59.65
5576,19207,1889,1997-10-03,16,181.84
5577,19207,1889,1997-10-09,1,11.99
5578,19207,1889,1997-10-09,1,11.49
5579,19207,1889,1997-10-09,1,15.49
5580,19207,1889,1997-10-15,1,12.99
5581,19207,1889,1997-11-22,1,12.49
5582,19207,1889,1997-11-27,1,14.99
5583,19207,1889,1997-12-10,1,12.49
5584,19207,1889,1998-01-09,1,13.99
5585,19207,1889,1998-03-22,2,25.98
5586,19207,1889,1998-06-12,2,30.98
5587,19220,1890,1997-03-09,2,56.96
5588,19237,1891,1997-03-09,3,45.28
5589,19237,1891,1997-06-09,1,13.97
5590,19237,1891,1997-07-31,1,14.96
5591,19240,1892,1997-03-09,1,17.99
5592,19255,1893,1997-03-09,1,12.49
5593,19259,1894,1997-03-09,1,11.77
5594,19259,1894,1997-03-22,2,45.73
5595,19259,1894,1997-04-17,1,14.79
5596,19259,1894,1997-08-14,1,13.77
5597,19259,1894,1997-11-08,2,23.98
5598,19270,1895,1997-03-09,2,25.96
5599,19286,1896,1997-03-09,2,29.96
5600,19286,1896,1998-03-09,2,26.56
5601,19303,1897,1997-03-09,2,29.96
5602,19303,1897,1997-11-02,2,32.48
5603,19315,1898,1997-03-09,1,14.99
5604,19320,1899,1997-03-09,2,26.14
5605,19320,1899,1997-06-02,2,22.54
5606,19320,1899,1997-12-11,9,104.41
5607,19320,1899,1998-01-26,1,10.49
5608,19320,1899,1998-01-29,4,35.46
5609,19320,1899,1998-02-26,6,128.79
5610,19320,1899,1998-03-17,2,29.76
5611,19320,1899,1998-03-22,2,27.48
5612,19320,1899,1998-06-25,2,26.48
5613,19332,1900,1997-03-09,1,22.77
5614,19339,1901,1997-03-09,5,69.63
5615,19339,1901,1997-03-09,7,97.77
5616,19339,1901,1997-03-09,1,92.99
5617,19339,1901,1997-03-10,5,79.62
5618,19339,1901,1997-03-11,3,225.97
5619,19339,1901,1997-03-11,5,137.54
5620,19339,1901,1997-03-13,3,92.56
5621,19339,1901,1997-03-13,6,81.82
5622,19339,1901,1997-03-15,8,102.16
5623,19339,1901,1997-03-15,7,86.4
5624,19339,1901,1997-03-16,2,25.98
5625,19339,1901,1997-03-16,2,31.32
5626,19339,1901,1997-03-16,7,89.96
5627,19339,1901,1997-03-18,6,78.8
5628,19339,1901,1997-03-18,8,115.27
5629,19339,1901,1997-03-18,9,117.9
5630,19339,1901,1997-03-18,4,46.88
5631,19339,1901,1997-03-18,19,262.99
5632,19339,1901,1997-03-19,9,132.25
5633,19339,1901,1997-03-19,8,110.14
5634,19339,1901,1997-03-19,4,50.27
5635,19339,1901,1997-03-20,7,159.31
5636,19339,1901,1997-03-20,13,180.74
5637,19339,1901,1997-03-20,15,368.85
5638,19339,1901,1997-03-20,18,260.88
5639,19339,1901,1997-03-20,3,74.97
5640,19339,1901,1997-03-20,10,199.9
5641,19339,1901,1997-03-20,6,289.94
5642,19339,1901,1997-03-20,1,19.99
5643,19339,1901,1997-03-21,24,384.16
5644,19339,1901,1997-03-21,9,183.32
5645,19339,1901,1997-03-21,5,73.84
5646,19339,1901,1997-03-22,3,45.34
5647,19339,1901,1997-03-23,5,75.39
5648,19339,1901,1997-03-23,4,73.28
5649,19339,1901,1997-03-23,7,102.35
5650,19339,1901,1997-03-24,3,38.35
5651,19339,1901,1997-03-25,4,114.96
5652,19339,1901,1997-03-25,1,19.99
5653,19339,1901,1997-03-25,3,71.7
5654,19339,1901,1997-03-26,9,219.88
5655,19339,1901,1997-03-27,4,80.92
5656,19339,1901,1997-03-27,2,28.73
5657,19339,1901,1997-03-27,11,156.24
5658,19339,1901,1997-03-28,8,113.53
5659,19339,1901,1997-03-28,11,150.72
5660,19339,1901,1997-03-28,2,27.34
5661,19339,1901,1997-03-28,1,22.77
5662,19339,1901,1997-03-28,12,151.96
5663,19339,1901,1997-03-29,11,130.13
5664,19339,1901,1997-03-30,3,54.97
5665,19339,1901,1997-03-30,5,74.79
5666,19339,1901,1997-03-30,7,100.54
5667,19339,1901,1997-04-01,5,94.7
5668,19339,1901,1997-04-02,13,214.77
5669,19339,1901,1997-04-11,5,65.23
5670,19347,1902,1997-03-09,3,43.73
5671,19347,1902,1997-05-31,7,111.76
5672,19347,1902,1997-07-30,3,38.33
5673,19347,1902,1998-03-17,4,53.35
5674,19347,1902,1998-05-24,3,68.47
5675,19360,1903,1997-03-09,2,22.55
5676,19375,1904,1997-03-09,1,28.97
5677,19390,1905,1997-03-09,1,13.97
5678,19392,1906,1997-03-09,2,33.54
5679,19392,1906,1997-04-18,1,11.77
5680,19392,1906,1997-05-28,1,13.97
5681,19392,1906,1997-07-26,2,27.93
5682,19392,1906,1998-06-15,3,40.06
5683,19410,1907,1997-03-09,1,10.99
5684,19422,1908,1997-03-09,1,17.99
5685,19426,1909,1997-03-09,1,13.97
5686,19426,1909,1997-04-13,2,29.92
5687,19426,1909,1997-05-18,1,12.97
5688,19426,1909,1997-06-30,2,15.54
5689,19430,1910,1997-03-09,2,24.74
5690,19430,1910,1997-05-09,3,46.71
5691,19430,1910,1997-07-31,2,28.93
5692,19430,1910,1997-11-13,1,6.49
5693,19443,1911,1997-03-09,2,25.28
5694,19443,1911,1997-03-24,1,12.79
5695,19447,1912,1997-03-09,6,71.02
5696,19458,1913,1997-03-09,1,21.99
5697,19467,1914,1997-03-09,7,95.45
5698,19467,1914,1997-03-09,4,105.0
5699,19467,1914,1997-03-12,3,42.49
5700,7405,1915,1997-03-10,2,25.74
5701,7405,1915,1997-07-08,8,123.53
5702,7405,1915,1997-10-10,5,63.45
5703,7405,1915,1997-11-09,5,66.95
5704,9793,1916,1997-03-10,1,22.7
5705,9793,1916,1997-04-02,2,32.0
5706,10296,1917,1997-03-10,1,10.77
5707,16292,1918,1997-03-10,1,15.36
5708,18055,1919,1997-03-10,2,24.98
5709,18055,1919,1997-09-02,1,17.3
5710,19038,1920,1997-03-10,10,120.32
5711,19038,1920,1997-03-31,23,356.56
5712,19038,1920,1997-07-16,5,69.45
5713,19038,1920,1997-11-13,3,32.97
5714,19101,1921,1997-03-10,3,39.5
5715,19101,1921,1997-03-16,1,7.98
5716,19101,1921,1997-04-05,2,33.4
5717,19101,1921,1998-03-10,1,7.49
5718,19475,1922,1997-03-10,2,24.69
5719,19475,1922,1997-04-15,2,34.93
5720,19478,1923,1997-03-10,1,9.77
5721,19496,1924,1997-03-10,1,12.77
5722,19505,1925,1997-03-10,2,36.86
5723,19505,1925,1997-04-13,1,14.96
5724,19505,1925,1997-04-25,1,10.77
5725,19505,1925,1997-05-14,1,13.97
5726,19505,1925,1997-09-26,1,12.99
5727,19505,1925,1998-02-12,1,14.49
5728,19505,1925,1998-05-20,2,19.56
5729,19505,1925,1998-06-06,2,21.37
5730,19505,1925,1998-06-14,2,26.3
5731,19515,1926,1997-03-10,3,38.5
5732,19530,1927,1997-03-10,1,7.98
5733,19542,1928,1997-03-10,2,34.98
5734,19542,1928,1998-01-04,5,83.45
5735,19559,1929,1997-03-10,1,11.97
5736,19559,1929,1997-03-24,1,9.77
5737,19559,1929,1997-09-21,1,14.49
5738,19559,1929,1997-10-23,1,12.99
5739,19559,1929,1997-11-16,1,14.49
5740,19562,1930,1997-03-10,1,19.77
5741,19579,1931,1997-03-10,1,15.99
5742,19584,1932,1997-03-10,4,71.49
5743,19584,1932,1997-08-16,1,14.96
5744,19611,1933,1997-03-10,1,13.77
5745,19615,1934,1997-03-10,1,14.37
5746,19615,1934,1997-07-22,1,15.76
5747,19628,1935,1997-03-10,2,22.54
5748,19628,1935,1997-05-27,2,20.54
5749,19631,1936,1997-03-10,1,11.77
5750,19647,1937,1997-03-10,2,29.58
5751,19685,1938,1997-03-10,2,38.29
5752,19687,1939,1997-03-10,4,74.73
5753,19687,1939,1997-04-04,2,27.34
5754,19687,1939,1997-09-20,3,42.47
5755,19700,1940,1997-03-10,1,26.77
5756,19700,1940,1997-11-07,1,15.99
5757,19700,1940,1997-12-02,1,13.99
5758,19714,1941,1997-03-10,2,23.54
5759,19714,1941,1997-11-07,3,31.97
5760,19714,1941,1998-02-17,3,41.97
5761,19730,1942,1997-03-10,2,31.0
5762,19751,1943,1997-03-10,2,24.98
5763,19751,1943,1997-03-12,4,55.08
5764,19751,1943,1997-07-29,1,9.97
5765,19755,1944,1997-03-10,2,33.76
5766,4066,1945,1997-03-11,1,15.36
5767,4066,1945,1997-10-09,2,42.48
5768,4066,1945,1997-12-08,3,32.47
5769,4066,1945,1998-01-20,3,39.86
5770,4066,1945,1998-02-26,2,59.55
5771,4066,1945,1998-03-06,5,63.95
5772,4066,1945,1998-03-27,2,63.48
5773,4066,1945,1998-06-22,3,39.46
5774,17724,1946,1997-03-11,4,49.87
5775,17724,1946,1997-03-28,3,35.71
5776,17724,1946,1997-04-08,2,22.54
5777,17724,1946,1997-04-08,1,13.97
5778,17950,1947,1997-03-11,2,9.58
5779,19593,1948,1997-03-11,1,27.97
5780,19670,1949,1997-03-11,1,49.37
5781,19775,1950,1997-03-11,1,11.77
5782,19775,1950,1997-06-25,2,26.14
5783,19778,1951,1997-03-11,2,20.75
5784,19778,1951,1998-05-28,2,24.98
5785,19792,1952,1997-03-11,4,75.09
5786,19805,1953,1997-03-11,3,41.35
5787,19805,1953,1997-03-21,5,70.82
5788,19805,1953,1997-04-23,3,35.31
5789,19805,1953,1997-04-25,3,33.17
5790,19805,1953,1997-06-18,2,31.86
5791,19805,1953,1997-07-04,1,29.6
5792,19805,1953,1997-08-07,2,28.74
5793,19805,1953,1997-11-18,1,13.99
5794,19805,1953,1997-11-18,2,35.98
5795,19817,1954,1997-03-11,2,34.14
5796,19830,1955,1997-03-11,1,16.36
5797,19830,1955,1997-03-21,1,11.77
5798,19830,1955,1997-04-15,3,44.51
5799,19830,1955,1997-05-07,1,11.77
5800,19830,1955,1997-05-15,2,25.74
5801,19830,1955,1997-05-19,2,36.36
5802,19830,1955,1997-06-02,2,28.76
5803,19830,1955,1997-06-17,3,40.49
5804,19830,1955,1997-07-01,2,26.73
5805,19830,1955,1997-07-11,3,33.51
5806,19830,1955,1997-07-25,3,41.5
5807,19830,1955,1997-08-21,2,29.33
5808,19841,1956,1997-03-11,2,25.73
5809,19859,1957,1997-03-11,4,50.47
5810,19873,1958,1997-03-11,1,11.77
5811,19873,1958,1997-04-07,1,14.96
5812,19878,1959,1997-03-11,1,13.97
5813,19878,1959,1997-03-22,1,13.97
5814,19880,1960,1997-03-11,2,29.75
5815,19885,1961,1997-03-11,2,33.74
5816,19885,1961,1997-09-23,1,11.49
5817,19885,1961,1997-11-11,6,77.44
5818,19888,1962,1997-03-11,3,41.97
5819,19888,1962,1997-03-11,2,25.6
5820,19888,1962,1997-07-17,3,38.97
5821,19888,1962,1997-11-12,2,23.48
5822,19892,1963,1997-03-11,1,14.96
5823,19892,1963,1997-03-17,1,14.96
5824,19892,1963,1997-05-26,3,84.97
5825,19892,1963,1998-06-07,1,11.49
5826,19892,1963,1998-06-22,3,38.97
5827,19894,1964,1997-03-11,3,40.3
5828,19894,1964,1997-09-04,1,15.36
5829,19894,1964,1997-09-05,2,35.95
5830,19894,1964,1997-11-05,3,47.47
5831,19902,1965,1997-03-11,1,14.96
5832,19914,1966,1997-03-11,3,46.08
5833,19914,1966,1997-03-14,1,19.99
5834,19914,1966,1997-03-20,1,15.36
5835,19914,1966,1997-03-21,6,77.0
5836,19914,1966,1998-04-08,1,15.49
5837,19924,1967,1997-03-11,1,14.96
5838,19938,1968,1997-03-11,2,21.76
5839,19954,1969,1997-03-11,3,43.89
5840,19970,1970,1997-03-11,1,14.37
5841,19970,1970,1997-03-11,1,9.77
5842,19988,1971,1997-03-11,2,29.33
5843,20004,1972,1997-03-11,1,8.77
5844,20015,1973,1997-03-11,1,6.77
5845,20037,1974,1997-03-11,6,70.87
5846,10235,1975,1997-03-12,1,22.77
5847,10235,1975,1997-05-13,1,22.77
5848,19757,1976,1997-03-12,1,14.37
5849,20055,1977,1997-03-12,1,14.37
5850,20072,1978,1997-03-12,1,5.98
5851,20096,1979,1997-03-12,1,32.97
5852,20104,1980,1997-03-12,2,29.73
5853,20104,1980,1997-03-24,4,60.25
5854,20111,1981,1997-03-12,3,44.71
5855,20111,1981,1997-03-13,4,66.66
5856,20111,1981,1997-04-18,3,44.88
5857,20111,1981,1997-05-15,3,44.88
5858,20111,1981,1997-06-12,4,60.84
5859,20111,1981,1997-06-20,4,51.67
5860,20111,1981,1997-06-25,3,45.88
5861,20111,1981,1997-07-04,3,44.88
5862,20111,1981,1997-07-08,3,43.89
5863,20111,1981,1997-07-16,3,45.29
5864,20111,1981,1997-07-21,4,61.84
5865,20111,1981,1997-07-29,3,46.88
5866,20111,1981,1997-08-05,3,44.88
5867,20111,1981,1997-08-20,4,49.67
5868,20111,1981,1997-09-05,4,50.87
5869,20111,1981,1997-09-16,6,77.94
5870,20111,1981,1997-09-19,2,25.98
5871,20111,1981,1997-09-27,1,12.99
5872,20111,1981,1997-10-01,3,39.97
5873,20111,1981,1997-10-02,1,12.99
5874,20111,1981,1997-10-04,4,56.96
5875,20111,1981,1997-10-09,3,38.97
5876,20111,1981,1997-10-20,3,38.97
5877,20111,1981,1997-10-30,3,38.97
5878,20111,1981,1997-11-01,3,38.97
5879,20111,1981,1997-11-06,3,38.97
5880,20111,1981,1997-11-07,3,37.97
5881,20111,1981,1997-11-20,3,40.97
5882,20111,1981,1997-12-06,4,53.46
5883,20111,1981,1998-01-06,2,28.98
5884,20111,1981,1998-01-15,1,12.99
5885,20111,1981,1998-01-26,3,38.86
5886,20111,1981,1998-02-03,3,39.56
5887,20111,1981,1998-02-12,3,37.86
5888,20111,1981,1998-02-17,3,36.97
5889,20111,1981,1998-03-26,3,41.47
5890,20111,1981,1998-04-14,3,40.97
5891,20111,1981,1998-04-29,3,32.97
5892,20111,1981,1998-05-07,3,36.75
5893,20111,1981,1998-05-13,1,12.58
5894,20111,1981,1998-05-28,3,37.86
5895,20111,1981,1998-06-17,4,47.96
5896,20117,1982,1997-03-12,2,35.74
5897,20117,1982,1997-05-28,1,14.96
5898,20117,1982,1997-08-25,1,15.36
5899,20117,1982,1997-11-29,1,5.49
5900,20117,1982,1997-12-06,1,11.49
5901,20117,1982,1998-03-20,1,13.99
5902,20130,1983,1997-03-12,1,20.99
5903,20130,1983,1997-05-05,2,31.76
5904,20130,1983,1997-06-03,2,39.95
5905,20133,1984,1997-03-12,1,15.36
5906,20133,1984,1997-10-02,1,19.49
5907,20133,1984,1997-10-20,2,21.98
5908,20140,1985,1997-03-12,3,36.12
5909,20140,1985,1997-03-20,5,42.31
5910,20140,1985,1997-04-02,1,10.77
5911,20150,1986,1997-03-12,1,15.36
5912,20155,1987,1997-03-12,1,15.36
5913,20155,1987,1997-06-21,1,11.97
5914,20155,1987,1997-08-08,2,29.33
5915,20155,1987,1997-11-05,1,11.49
5916,20168,1988,1997-03-12,1,5.78
5917,20181,1989,1997-03-12,1,14.37
5918,20192,1990,1997-03-12,1,14.37
5919,20192,1990,1997-11-21,1,19.49
5920,20192,1990,1998-06-13,1,14.49
5921,20205,1991,1997-03-12,1,11.77
5922,20219,1992,1997-03-12,1,13.97
5923,20219,1992,1997-07-07,1,13.97
5924,20223,1993,1997-03-12,2,28.74
5925,20223,1993,1997-12-26,3,33.47
5926,20239,1994,1997-03-12,1,11.77
5927,20255,1995,1997-03-12,1,11.77
5928,20271,1996,1997-03-12,1,20.3
5929,20285,1997,1997-03-12,1,11.77
5930,20285,1997,1997-12-01,1,9.49
5931,20299,1998,1997-03-12,1,14.37
5932,20315,1999,1997-03-12,1,13.99
5933,20330,2000,1997-03-12,1,13.97
5934,6827,2001,1997-03-13,2,25.74
5935,15459,2002,1997-03-13,3,50.73
5936,19374,2003,1997-03-13,5,55.47
5937,19374,2003,1998-02-16,7,99.93
5938,20116,2004,1997-03-13,7,100.52
5939,20345,2005,1997-03-13,19,192.79
5940,20345,2005,1997-03-22,5,67.45
5941,20345,2005,1997-06-11,4,66.09
5942,20345,2005,1997-07-02,3,55.31
5943,20345,2005,1998-02-25,2,29.98
5944,20345,2005,1998-04-29,3,35.47
5945,20350,2006,1997-03-13,1,22.77
5946,20354,2007,1997-03-13,2,19.54
5947,20354,2007,1997-08-19,1,21.7
5948,20354,2007,1998-01-14,1,12.99
5949,20364,2008,1997-03-13,5,51.87
5950,20364,2008,1998-04-06,1,9.99
5951,20380,2009,1997-03-13,1,11.78
5952,20390,2010,1997-03-13,1,14.37
5953,20390,2010,1997-06-27,1,19.99
5954,20396,2011,1997-03-13,1,9.99
5955,20412,2012,1997-03-13,1,27.99
5956,20412,2012,1997-04-20,1,13.97
5957,20412,2012,1997-05-11,2,26.22
5958,20412,2012,1998-01-28,1,12.99
5959,20412,2012,1998-01-28,1,12.99
5960,20412,2012,1998-03-28,1,13.99
5961,20412,2012,1998-06-14,2,24.98
5962,20414,2013,1997-03-13,1,20.99
5963,20431,2014,1997-03-13,6,93.4
5964,20445,2015,1997-03-13,1,11.77
5965,20459,2016,1997-03-13,1,20.99
5966,20462,2017,1997-03-13,1,44.77
5967,20462,2017,1997-06-30,1,11.77
5968,20462,2017,1997-12-16,1,11.49
5969,20462,2017,1998-03-12,1,14.49
5970,20473,2018,1997-03-13,1,18.36
5971,20491,2019,1997-03-13,3,33.51
5972,20512,2020,1997-03-13,1,6.79
5973,20525,2021,1997-03-13,4,58.66
5974,20525,2021,1998-03-27,2,29.48
5975,20532,2022,1997-03-13,2,26.74
5976,20532,2022,1997-06-12,2,27.94
5977,20532,2022,1998-01-19,1,14.49
5978,20532,2022,1998-03-09,1,9.99
5979,20532,2022,1998-03-26,1,15.49
5980,20532,2022,1998-05-14,1,19.99
5981,20545,2023,1997-03-13,1,12.49
5982,20547,2024,1997-03-13,1,14.37
5983,20547,2024,1997-03-14,1,14.79
5984,20547,2024,1997-04-04,1,14.79
5985,20547,2024,1997-04-12,1,11.77
5986,20547,2024,1997-05-11,1,13.97
5987,20547,2024,1997-06-17,2,25.94
5988,20547,2024,1997-07-06,1,19.99
5989,20547,2024,1997-08-30,1,14.96
5990,20565,2025,1997-03-13,1,15.36
5991,20582,2026,1997-03-13,2,28.34
5992,20592,2027,1997-03-13,1,14.99
5993,20592,2027,1997-05-13,1,10.77
5994,20592,2027,1998-03-22,2,12.18
5995,20601,2028,1997-03-13,1,17.96
5996,10189,2029,1997-03-14,1,15.36
5997,16359,2030,1997-03-14,2,24.74
5998,16359,2030,1997-04-02,2,35.34
5999,16359,2030,1997-05-20,2,26.13
6000,16359,2030,1997-06-28,2,26.14
6001,18359,2031,1997-03-14,2,48.76
